,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20
AADR,-0.024321807,-0.008626789,0.027854619,-0.00477144,0.001476317,-0.007477187,-0.0027441,0.020162824,-0.016382756,0.009271494,-0.013464429,-0.016953739,-0.02889453,-0.003393991,-0.02000652,-0.01599857,-0.017501079,-0.029680049,0.000788087,-0.001827688
AAXJ,-0.03326892,-0.020434938,0.055569365,0.02881279,-0.022525021,0.015634948,-0.026521582,-0.00417787,0.003539859,0.002914525,0.021229459,-0.009610258,-0.001073249,0.009861272,0.010617592,0.01807422,0.002978521,-0.0133198,0.023206303,0.023832852
ACWI,-0.032827271,0.002933192,0.007610879,-0.003553758,-0.004666343,-0.022158082,0.007596695,0.004068426,-0.026279589,0.009482274,0.007743258,-0.002156192,0.001634304,0.005467965,-0.001403863,0.002879175,-0.004278737,0.003076245,0.010523894,0.002781329
ACWX,-0.03560632,-0.007613002,0.02080105,0.000657432,-0.011756973,-0.031302484,0.021651157,0.001383995,-0.038047838,0.00356113,0.00262114,0.001156785,0.006637156,0.012063555,0.009401573,-0.009199611,-0.00307389,-0.017692845,0.01060948,0.003266718
ADRA,-0.032086488,-0.000203897,0.020980638,0.00877237,-0.013517649,-0.00174618,0.009351738,0.003184049,-0.023725524,0.002651571,0.002311509,0.010701837,0.009001122,-0.022510145,-0.001456499,-0.012735629,0.015981791,-0.010451664,0.014734495,0.009378991
ADRD,-0.034386585,-0.000264588,0.009960926,-0.005390211,-0.008554651,-0.044611682,0.030669982,0.005863876,-0.053159074,0.002838548,-0.010257625,0.008200019,-0.002776015,0.002918064,0.002663802,-0.002966892,0.001551186,-0.023840207,-0.005145667,-0.005710433
ADRE,-0.036689748,-0.023236391,0.047842927,0.016300257,-0.020021409,0.017275852,0.002101367,-0.005805286,-0.001136159,0.009456349,0.006764797,-0.022515485,0.002746376,0.012059795,-0.008998792,-0.006225775,-0.00719491,0.002192221,-0.022812412,-0.000509772
ADRU,-0.034760667,-0.00450392,0.011566957,-0.00109398,-0.010230547,-0.04788757,0.030586492,0.007810633,-0.060167143,0.004339948,-0.017727347,-0.00063288,-0.013053442,-0.000709385,-0.013751159,-0.002624611,0.00404675,-0.026162615,-0.008740453,0.005458971
AFK,-0.028790786,-0.01736992,0.010784453,0.001115599,-0.001226136,0.003545116,0.030542018,0.008902488,0.008053799,0.007599311,-0.012775659,-0.007044653,0.016520462,0.049901982,0.009661447,-0.023731333,0.034053511,0.044607729,-0.010901356,-0.034082125
AGG,0.002132533,-0.004560317,0.007522862,-0.02338867,0.00432146,0.011818908,0.002151535,0.003668384,-0.003623033,-0.001604383,-0.006023228,-0.001123261,0.004237934,0.003461885,0.004434647,0.006808494,-0.000514544,0.002666252,0.003535484,-0.004180402
AGQ,-0.060930685,-0.330345193,-0.090554233,-0.027509646,0.169245161,-0.098928794,-0.117564377,-0.058075454,0.071580309,0.079087322,0.034834473,0.06519698,-0.084802063,-0.067259158,0.136601829,-0.014512078,-0.146919487,0.090907867,0.050608702,-0.080391349
AGZ,0.001252878,-0.002516817,0.004826943,-0.012494723,0.003044377,0.005424888,0.002348107,0.001864092,-0.001837923,-0.001206114,-0.002829747,-0.000472762,0.000456884,0.000864117,-0.000999785,0.007108606,0.002336307,-0.002349003,0.004215743,0.000242834
AIA,-0.033305381,-0.020095275,0.046381942,0.03429949,-0.022243185,0.010564824,-0.019550797,0.000617366,-0.010381864,0.008578203,0.02262369,-0.022219354,-0.010533575,0.022350677,0.019646196,0.028631087,0.001195681,-0.001161273,0.034004566,0.024092598
AMJ,-0.01955974,0.002145815,-0.004829933,-0.032914674,-0.011822006,0.035024264,0.003062383,0.007787295,-0.009599212,0.017260883,-0.008971561,-0.019777477,-0.007347594,-0.006772006,-0.024300605,-0.016848011,-0.001550022,-0.051024267,-0.010790069,-0.048308113
AOA,-0.027183594,0.008704584,0.002043606,-0.010308599,0.005604399,-0.005865291,-0.001458411,0.00115661,-0.006506631,0.002844441,0.000297247,-0.003290896,-0.004076663,0.002390264,0.005480577,0.006348706,-0.000905399,0.000978113,0.003151546,0.00879962
AOK,-0.006818066,-0.000237109,0.005010544,-0.013988111,0.002011032,0.003542736,0.002006925,0.002588532,-0.005891326,0.00158133,-0.003931014,-0.000168029,0.003870924,0.003004974,-0.000738859,0.00530516,0.002139729,0.001742787,0.00258681,-0.003549323
AOM,-0.011639368,0.002377229,0.004094067,-0.013294309,0.002177336,-0.001188528,0.001902463,0.003759985,-0.005543473,0.000903138,-0.003097823,-0.000419556,0.002137538,0.000910568,-0.000416093,0.007160871,0.000437141,0.006287144,0.000662643,-0.000803142
AOR,-0.018442576,0.005543498,0.002033237,-0.011917285,0.004132326,-0.001650924,-0.00104411,0.003606356,-0.006390338,0.001284899,-0.001279389,0.00013503,-0.001980399,0.002339598,-0.000614728,0.00439453,-5.14238E-06,0.002737419,-0.000273172,0.002543277
AUSE,-0.038719512,-0.020365915,0.024344729,-0.013006382,0.001782812,-0.033846918,0.003004821,0.017090122,-0.03167451,-0.020021704,-0.009966286,-0.02084045,-0.011386768,-0.021008427,0.000273015,-0.024962854,-0.013585662,0.002980742,-0.050105263,0.015348909
AXJL,-0.031365599,-0.019443961,0.036145391,0.001939496,-0.022209244,-0.010921216,-0.013842981,0.005278707,-0.00626714,-0.011748123,0.010246681,-0.007959584,-0.010429168,-0.006017407,0.012949571,0.026924126,-0.002222133,-0.007180924,-0.008786163,0.014388823
BAB,0.006699889,-0.008328957,0.018671879,-0.038837011,0.00806141,0.029259551,-0.009932955,0.000853352,-0.017304366,0.001117893,-0.01235616,-0.00165364,0.004266946,0.026572946,0.005691013,0.009267129,-0.013758318,0.039213635,0.006784698,-0.004568908
BAL,-0.019331888,-0.046425162,-0.019034552,0.003093189,-0.049410894,-0.080949051,-0.062937004,0.023232249,-0.054558111,-0.199027273,0.068680575,0.033943536,-0.040130891,-0.013514095,-0.074376796,-0.002402712,0.103371856,0.031402961,-0.156428661,-0.161242016
BDD,-0.055642059,-0.094661136,-0.001846679,0.038248536,0.015390783,-0.033853254,-0.007510177,0.010813394,0.022971772,-0.163237182,-0.101546784,0.006199087,0.00441521,0.051173354,-0.050732524,-0.099086369,0.191635271,0.201844383,0.327778259,0.139536919
BIB,-0.050762969,0.054145476,0.006008086,-0.055635674,0.028552826,0.020453148,-0.086320171,0.072970709,0.017033095,0.149470767,-0.149478673,0.168948193,-0.172461216,0.144831981,-0.176489213,-0.060346133,0.022228782,0.07500691,-0.040849699,0.073197232
BICK,-0.042756657,-0.026256281,0.07134797,0.02997464,-0.024476616,0.017801306,-0.017314637,-0.013897724,0.01521054,0.01072879,0.018982498,0.004963269,0.012886824,-0.003382501,0.004222679,-0.002403114,-0.014423226,-0.005856605,-0.006139544,0.026577921
BIS,0.050738095,-0.041868485,-0.014946537,0.05965227,-0.021699339,-0.042337478,0.075549209,-0.068462688,-0.000476741,-0.145208368,0.155090808,-0.170890306,0.20619442,-0.099815095,0.201757116,0.10500764,-0.028182181,-0.088456994,0.005837406,-0.111472373
BIV,0.003018442,-0.007448116,0.011057572,-0.03153438,0.007496239,0.019212723,0.004589168,0.00877214,-0.002844256,-0.004467021,-0.00895828,-0.003258757,0.006767148,0.004027975,-0.000781507,0.009312637,0.00085512,0.004934562,0.009824111,-0.011524129
BJK,-0.037058019,-0.008635927,0.028784492,0.021161592,0.009588899,0.029221847,-0.005453731,0.039963145,-0.00492863,-0.016174505,-0.019941057,0.00917449,-0.043203654,-0.002046653,0.037273281,-0.007846375,0.014073308,0.004330732,0.006358558,-0.023396522
BKF,-0.039714959,-0.029245431,0.060103266,0.029265003,-0.035542995,0.018889305,-0.008566061,-0.006849888,0.017150102,0.003383959,0.017252085,-0.015062774,0.012600153,0.016452444,-0.000735435,0.013145922,-0.014696621,0.018087381,0.009146975,-0.003743357
BLV,0.011172003,-0.011983275,0.022868427,-0.063778533,0.011677899,0.040346459,0.002392367,0.013335558,-0.020820762,-0.003720358,-0.024788235,-0.007139794,0.017162944,0.030303649,0.012700376,0.010389747,-0.016272959,0.021537365,0.015646091,-0.009654677
BND,0.002399841,-0.004653591,0.007866351,-0.022476437,0.0056592,0.013511222,0.003025004,0.005189149,-0.004276983,-0.002064544,-0.006756273,-0.000805546,0.005662127,0.003631078,0.002225438,0.004501178,3.01501E-05,0.00315601,0.00555713,-0.008648904
BNO,-0.024522765,-0.047252852,-0.083657139,0.005873073,-0.081254988,0.054880911,-0.048958658,-0.027133478,-0.058054327,-0.008490626,-0.032141675,0.007686267,-0.020671278,-0.008085386,0.032460659,0.04230577,-0.0152146,0.054967789,-0.044134835,-0.019611732
BRAQ,-0.036654289,-0.030770922,0.088137343,-0.029492466,-0.033346632,0.016059111,0.001279827,0.003474417,0.036914204,0.041185455,-0.008465431,-0.020373712,-0.017094388,-0.014918341,0.011249799,-0.065674546,-0.053550225,0.092990647,-0.113078883,-0.00739256
BRAZ,-0.036691024,-0.032015251,0.084647981,-0.017279714,-0.041123707,0.031451903,0.002113144,0.000451849,0.028254419,0.041936961,0.007030842,-0.035620694,-0.013408481,0.007752539,-0.009855737,-0.047290031,-0.061870796,0.102225754,-0.109088404,-0.010041608
BRF,-0.038491096,-0.040638067,0.102581686,-0.014668048,-0.011660402,0.023979385,0.021923057,-0.005770405,0.023421793,0.044026374,-0.02205781,-0.026475877,-0.005219859,0.014374916,0.026484257,-0.102103225,-0.064294835,0.099027544,-0.121309297,-0.051896111
BWX,-0.007093562,-0.022028133,0.01509164,-0.030932974,0.002975109,-0.010333711,0.025873066,0.010090947,-0.044247286,-0.020146486,-0.015752,0.009746218,0.007050798,-0.001487906,0.020474713,-0.00169247,0.016824383,-0.013263743,0.017596221,0.008125716
BWZ,-0.008257809,-0.019200223,0.010755071,-0.014475,-0.002621159,-0.018826265,0.024221769,0.002430025,-0.024122551,-0.014269775,-0.0184332,0.016878471,0.001989637,-0.004294031,0.020937768,2.6682E-05,0.017548023,-0.002820839,0.008135358,0.003207231
BZF,-0.014157483,-0.028401009,0.040661691,0.002089298,0.001864099,0.004233621,0.01234273,-0.002397526,0.003113424,0.013382903,-0.023736733,0.005403376,0.01799377,0.000536455,0.044298439,-0.085816343,-0.05213147,0.082216856,-0.022130078,-0.063492271
BZQ,0.083768183,0.069468839,-0.147786099,0.006231737,0.048801748,-0.052070675,-0.059597198,0.017106033,-0.023721543,-0.026185274,0.027390604,0.109657788,-0.005536692,0.014961983,0.036276007,0.135306882,0.093854852,-0.118105178,0.155033734,-0.025481128
CEW,-0.011347338,-0.018714131,0.025297018,-0.004382128,-0.007933846,-0.008102302,0.006184054,-0.000831654,-0.008971304,-0.001243516,-0.001581129,0.00860542,0.005203163,0.012455766,0.018438557,-0.023446333,-0.000866518,0.01201978,-0.000353216,-0.014538041
CGW,-0.030555512,0.012557127,0.003096792,-0.024206327,0.008456652,-0.012870846,0.00715662,-0.000126698,-0.023503997,0.005396441,-0.006087298,0.011265393,0.002240673,0.019076491,-0.006103607,-0.01693849,-0.010087365,-0.017829176,-0.013264731,-0.004309703
CHII,-0.044797033,-0.034545493,0.096774138,0.076313452,0.000587649,0.036686285,-0.00920026,-0.010149557,0.050520406,-0.026262199,-0.01324043,-0.034716601,-0.058235411,0.079578599,0.027428797,0.057826522,-0.033712966,-0.075340572,0.039573501,-0.014946343
CHIM,-0.038228608,-0.043729785,0.070358769,0.105417819,-0.007422278,0.021737692,-0.001991473,0.023942674,0.056486995,-0.039793557,-0.039590981,-0.04062034,-0.067796097,0.035869118,-0.031965274,0.040206548,-0.014034519,-0.049762222,0.010876564,0.033549692
CHIQ,-0.0354644,-0.018466771,0.067766802,0.058830232,0.008461066,0.048589808,-0.00537402,-0.001861692,0.010940135,-0.015501489,-0.008290395,-0.012419765,-0.064563076,0.018622421,-0.029107457,0.042699442,0.032504983,-0.027163731,0.046256645,0.00682736
CHIX,-0.040992125,-0.036005201,0.09699428,0.081939124,-0.017648663,0.029112739,-0.025077038,-0.009818464,0.062528173,-0.026110128,0.017843692,-0.044423874,-0.066645701,0.055799033,0.017797948,0.098484058,-0.038497598,-0.055672172,0.098161407,-0.002706121
CIU,0.000237679,-0.004272007,0.007445734,-0.019418144,0.001350015,0.007654983,0.002660282,0.005760365,0.000355571,-0.00173363,-0.003025714,-0.001303674,0.002405285,0.002748399,0.003258109,0.010339087,0.000995393,0.002899402,0.000242975,-0.006402329
CLY,0.00557675,-0.010720795,0.026673447,-0.062491588,0.003252689,0.031211181,0.003619357,0.010983045,-0.014403588,-0.002231213,-0.01727756,-0.022208933,0.019842017,0.025648902,0.018897781,0.009322287,-0.010326416,0.021659342,0.002786594,-0.012756545
CMD,-0.040684264,0.031238423,-0.007655974,-0.054597947,0.035132315,-0.040454069,-0.069691683,-0.112761527,0.071749274,-0.073887866,0.031339201,0.104354282,0.08759473,0.087044277,0.021121522,0.046046303,-0.018275868,-0.110481605,-0.011445865,-0.016319467
CMF,0.001523985,-0.004722803,0.010032987,-0.017911748,0.005053739,0.008235227,-0.014241612,0.002198582,-0.003196002,-6.62393E-05,-0.011075556,-0.006108069,0.003421889,0.001323533,-0.006990985,0.025752273,-0.000688427,0.007425056,0.005501094,-0.004841704
CNDA,-0.043069844,-0.054871362,-0.014834972,0.015992586,0.040505808,0.008802777,0.012292046,0.020834106,0.015067282,0.002747591,-0.011822115,-0.057730047,0.007277893,0.026840144,-0.04245586,-0.016462178,0.071220014,-0.02301116,-0.030486003,-0.016322646
CNY,-0.001384475,-0.004593805,0.001419093,0.001105619,-0.000137238,0.000679255,0.001493518,-0.000499617,-0.006030114,-0.00086195,0.003645999,0.001654528,0.000639887,-0.006797858,-0.005698978,-0.005656374,0.003408751,-0.00241298,-0.007798469,0.008141452
COPX,-0.062039849,-0.060097389,0.008794112,0.03916209,0.031508486,-0.027447468,0.029910416,0.016143792,0.023699729,-0.053706646,-0.035469236,-0.051225184,0.010121344,0.020144808,-0.020347784,-0.083776772,0.084666269,-0.00470895,0.012918764,0.045908863
CORN,-0.011239802,-0.045106653,-0.052484902,-0.019119872,-0.038078904,-0.056166741,-0.038486938,0.258420821,0.036331304,-0.149518479,0.042467994,-0.005722731,0.027973577,0.042632332,-0.045877603,0.051363031,-0.100748809,-0.022948349,-0.055609715,-0.021664631
COW,-0.000577253,-0.001662501,-0.0049429,0.007580754,0.000189424,0.003875048,0.000518773,-0.001125522,0.016114471,-0.000140626,0.038077054,0.008919469,0.021803815,0.006741106,-0.007042827,0.010238906,-0.030131487,-0.061870069,0.023804435,0.059514841
CPI,-0.001590678,-0.006752693,0.002117924,-0.011446407,0.005577696,0.007738451,0.003083433,0.001018221,-0.004909119,0.004573392,-0.002745359,0.002616543,0.004959182,-0.000397214,0.001100285,0.015296397,0.002521641,0.002127782,-0.00078383,-0.002137309
CQQQ,-0.039469612,-0.014756916,0.050076412,0.061560692,0.030709875,0.058773726,0.004575993,-0.000501135,0.01315182,-0.015773946,-0.039631642,0.02031129,-0.040755986,-0.000538709,0.030394008,0.058977732,0.003336416,-0.049728439,0.045460843,0.012306102
CSD,-0.02915324,0.0142003,-0.009122787,-0.012640505,0.013615922,0.009125808,-0.000720353,-0.018654122,-0.000576693,0.016245206,-0.00590108,0.01496194,0.021507327,0.032493721,-0.013638636,0.022089279,-0.008442812,-0.036102765,0.002328993,0.008344404
CSM,-0.029670947,0.016430495,-0.005537083,-0.008852457,0.002175699,-0.011238628,-0.003947997,0.002753017,-0.005629528,0.01614419,0.015476173,-0.006217855,-0.006211228,-0.002678533,-0.007606769,0.024994024,-0.005479827,0.029189882,0.005614364,0.014619294
CUT,-0.037448871,0.010512589,0.010350904,-0.004513379,-0.007200865,-0.010178931,0.02265842,0.000421248,-0.009164637,-0.010121103,-0.001538246,-0.006189234,-0.012094394,-0.005481337,-0.002057153,-0.011065943,-0.000693179,-0.008803622,-0.003701445,-0.008496282
CVY,-0.023880532,0.007755414,0.000715131,-0.020612856,0.002691867,-0.00434284,0.007095615,0.005614413,0.002309361,0.011151472,-0.001571076,-0.013753713,-0.00307581,-5.07343E-05,-0.021493209,0.013388464,-0.000887808,0.001991946,-0.008195645,-0.02767137
CWB,-0.019097794,0.009703029,0.004597868,-0.001366581,0.011036139,0.007824393,-0.002676046,0.002643826,0.004616377,0.008050782,-0.004632076,0.002227607,-0.007787849,-0.001914475,0.002646404,0.007584193,0.002784101,0.01826168,-0.019380292,-0.007606502
CWI,-0.036086738,-0.007956159,0.019266387,-0.002260051,-0.012270474,-0.02823384,0.016754467,0.00115903,-0.038556297,0.00846386,0.000895337,-0.001460992,-0.002286368,0.005121994,0.008772,-0.014665092,-0.001326951,-0.023891771,-0.005419888,0.000302645
CZA,-0.028191282,0.016566359,-0.003642114,-0.012970792,0.00829206,0.010102518,-0.00647316,-0.002787756,0.004227479,0.007623895,0.003170263,-0.009618466,-0.015241507,-0.002062295,-0.01128102,-0.002991609,-0.010279604,0.003966475,-0.000710746,-0.006842609
DAG,-0.022687415,-0.073434692,-0.050540461,-0.022762335,-0.072382641,-0.084161811,-0.090714581,0.394294254,0.044952077,-0.258974797,0.05628862,-0.026822967,0.014418601,0.061356156,-0.080671667,0.078981074,-0.127715964,-0.012306983,-0.100426311,-0.021825009
DBA,-0.010055821,-0.02829896,-0.012131583,-0.013422576,-0.028480918,-0.030436794,-0.022137216,0.104594528,0.014808787,-0.084869139,0.030656491,0.009132477,0.001551663,0.01593299,-0.019661453,0.004920234,-0.044181254,-0.017336632,0.000157061,-0.004610152
DBB,-0.027860549,-0.048336539,-0.001472143,0.023014515,0.004417744,-0.021596834,-0.011512126,0.003996686,0.006278757,-0.087145649,-0.053948425,0.010287768,-0.008684504,0.023543159,-0.014586232,-0.064368622,0.088374895,0.081814687,0.160789721,0.074706264
DBC,-0.020984393,-0.047485614,-0.0513767,-0.005263936,-0.047920465,0.013625059,-0.028927009,0.033308991,-0.01311677,-0.036080134,-0.016913923,0.01206227,-0.010987101,0.00494181,0.01498974,0.021470328,-0.00263886,0.022965843,-0.005674851,0.002424043
DBE,-0.023209895,-0.042546784,-0.076443949,-0.003853164,-0.084473632,0.046117101,-0.030341012,-0.0177107,-0.035691101,0.001908713,-0.03496961,0.022230471,-0.011734975,0.000361306,0.043074847,0.030229252,0.007564674,0.027623149,-0.025171196,-0.005748097
DBO,-0.028097641,-0.041522925,-0.076619933,0.002879275,-0.086332091,0.059343783,-0.031773011,-0.047556658,-0.04947382,-0.025257797,-0.025685469,0.008892425,-0.03428098,0.000604106,0.026177748,0.010696945,0.022878079,-0.004083084,-0.03880827,-0.014320093
DBP,-0.014876314,-0.104907934,-0.022149009,-0.020521965,0.065128813,-0.015526997,-0.000716953,-0.009633972,0.004416161,0.03113406,0.007296873,0.00552942,0.019118467,-0.007536741,-0.001089964,0.05443071,0.017794417,-0.001609866,-0.024176548,-0.001662523
DBS,-0.03157428,-0.170522056,-0.051732006,-0.017368871,0.085345215,-0.054154699,-0.062289032,-0.03847668,0.037856234,0.047603137,0.016522153,0.03737803,-0.048515737,-0.036122649,0.067819809,-0.008033895,-0.093145175,0.038722519,0.03073343,-0.032213135
DBV,-0.015488315,-0.007099256,0.013200428,-0.001471837,-0.007325591,-0.003794174,-0.002233092,0.004913155,0.009221321,0.001509173,0.005532672,-0.005831967,-0.010813074,-0.015765848,0.02668589,-0.002759833,-0.014568344,0.016567542,-0.012515606,-0.005168216
DDG,0.038351578,0.008608601,0.039233737,0.010401284,0.022723195,0.006930807,-0.036884497,0.009575483,0.002739536,-0.014250852,0.00178624,0.033367804,-0.010992369,0.022472882,0.045327878,0.00093852,0.040309929,0.004562792,-0.025321998,-0.010978783
DDM,-0.052075705,0.032239126,-0.012690844,-0.024754058,0.00092592,-0.050908123,-0.00508727,-0.002879934,-0.024071526,0.029529589,0.037205983,-0.012305314,0.003876511,-0.005612516,-0.031622868,0.060724772,-0.024526462,0.030439505,0.031023671,0.049270828
DEF,-0.017233196,0.012906817,0.001028679,-0.035707127,-0.003137587,0.001043475,-0.009690919,-0.007072086,-0.004606966,0.015382733,0.008420311,-0.004034747,-0.020722674,-0.001761899,-0.037880464,0.015082152,-0.016382595,-0.013282898,0.002889333,-0.019391053
DEM,-0.030598279,-0.023326828,0.046661056,0.007416255,-0.023141784,0.000498076,0.001597036,-0.002470016,-0.008150062,0.008537623,0.009561248,-0.01213958,-0.007377348,0.010975561,0.004332241,-0.020963858,-0.010452368,0.020412803,-0.020725947,0.010870034
DES,-0.03145272,0.021367296,-0.014498482,-0.02240518,0.011805275,-0.002881656,-0.00684293,-0.02047571,0.029919056,-0.019863384,0.002385373,0.008545144,0.021751984,0.035033433,0.026073372,0.002389555,-0.015223086,-0.026650349,-0.004961491,-0.0065378
DEW,-0.029803616,-0.001939008,0.014171173,-0.011195926,-0.017523682,-0.046114003,0.027877898,0.004849871,-0.043879465,0.007296501,-0.000402319,0.008040472,-0.012572872,-0.001105095,-0.005182222,0.011652209,-0.015307341,0.001225799,-0.003374329,7.47536E-05
DFE,-0.036466422,-0.004264083,0.011635608,0.007098032,0.007678962,-0.051882341,0.054119098,0.015347738,-0.061178578,-0.011032945,-0.03379005,0.040573699,-0.006431642,-0.015788394,0.009527617,-0.037952582,0.016448361,-0.008964945,-0.03496081,0.010803924
DFJ,-0.018327407,0.011964467,0.00707106,-0.019275746,-0.001548008,-0.023580104,0.019054157,-0.008149141,-0.039353663,0.018220671,0.027991218,0.010410817,0.015600256,-0.012253549,0.002993191,-0.042749923,0.01490278,-0.069995181,0.041668304,0.007313424
DGL,-0.00997959,-0.085969709,-0.012773514,-0.019873037,0.062201616,-0.003692525,0.016483314,-0.000803656,-0.00632428,0.024956487,0.006215081,-0.007460602,0.040355744,0.003237896,-0.022557319,0.07273431,0.055428135,-0.012339655,-0.039521106,0.006594659
DGP,-0.020151782,-0.170215452,-0.028878957,-0.036009165,0.123667905,-0.010079014,0.033908559,-0.001778205,-0.014171,0.045738181,0.009305885,-0.014256691,0.082419274,0.006818322,-0.043999224,0.143498656,0.106972808,-0.021415474,-0.075433608,0.011306786
DGS,-0.030417873,-0.01976663,0.055054688,0.005742886,-0.012679198,0.001501611,-0.010852229,0.002903155,0.005222578,0.005012091,0.004047794,-0.002523592,-0.014603675,0.003607713,0.01008025,-0.025764306,-0.004450886,0.013909571,-0.030455207,0.01300984
DGT,-0.033431449,0.005528992,0.012808088,0.000790174,-0.010458166,-0.031047992,0.015062765,-0.001730273,-0.024301161,0.012497569,-0.004355116,0.00556215,-0.004110199,0.004151241,-0.002283515,0.005235147,0.002351306,-0.006218352,-0.003924842,0.002512939
DGZ,0.009343323,0.086727105,0.010240265,0.022073667,-0.058188807,0.006644,-0.015625625,0.000397777,0.004249274,-0.024685313,-0.002900205,0.00472673,-0.0385327,-0.001238545,0.021895753,-0.071650012,-0.051615701,0.013321764,0.033444121,-0.008347971
DHS,-0.019269854,0.014118064,0.001622159,-0.032934231,-0.001457623,-0.016938125,-0.005895369,-0.005835066,-0.005710418,0.014583237,0.014000988,-0.000168734,-0.018898866,0.00034026,-0.027794985,0.033980079,-0.012685491,0.015414786,0.015200391,0.007920639
DIA,-0.026105022,0.015927255,-0.006593149,-0.012144107,0.001532452,-0.024050197,-0.002800665,-0.00135661,-0.012729439,0.014733448,0.017799895,-0.007309962,0.00026603,-0.005126899,-0.018140721,0.030542454,-0.009586453,0.013515126,0.013873287,0.022882812
DIG,-0.078105256,-0.012257741,-0.075548862,-0.007925916,-0.069525534,-0.01363231,0.048104885,-0.014249946,-0.002999992,0.049906637,0.017157484,-0.082028404,0.049125822,-0.027644689,-0.08616172,0.004830668,-0.065425858,0.033917457,0.107898608,-0.014668167
DIM,-0.033774413,-0.00282396,0.014132926,-0.002911772,-0.004951089,-0.042505571,0.035886681,0.013766462,-0.052069054,-0.004034586,-0.008978313,0.013991042,0.000185015,-0.005396994,0.007418226,-0.008271379,0.009139527,-0.02378168,-0.009190016,-0.002606553
DJCI,-0.017660816,-0.049083385,-0.03948256,-0.012154593,-0.041549533,-0.004808213,-0.017338962,0.065767823,0.017383195,-0.021224564,-0.022869314,0.010876829,-0.01137698,0.005913915,0.01203752,0.004421192,-0.007147541,-0.006939845,0.00711651,0.033284817
DJP,-0.018703353,-0.051056009,-0.043851098,-0.011206651,-0.044115334,-0.003014685,-0.014628125,0.075236672,0.012532453,-0.033178565,-0.004998473,0.017496212,-0.001457206,0.010536774,0.005960675,0.012147466,0.001590478,0.003116139,0.011786415,0.030049355
DLN,-0.023424674,0.014995265,-0.004116514,-0.018332091,0.001488116,-0.020219307,-0.005796327,-0.005127728,-0.007674791,0.014475636,0.017568321,-0.005010096,-0.009668975,-0.000405428,-0.017654564,0.028552824,-0.009900696,0.023837932,0.005635644,0.007291434
DLS,-0.030260391,-0.005420208,0.011401284,-0.001876768,0.00216637,-0.037564021,0.027940216,0.004763287,-0.05016688,-0.006056803,-0.005910246,0.020377846,-0.001510174,-0.01008825,0.01050666,-0.025481488,0.013799409,-0.02057091,-0.013541453,0.001953165
DNL,-0.035381426,-0.015766014,0.030501139,-0.004768052,-0.012618929,-0.012083089,0.00731117,0.001118146,-0.014359452,0.009297885,0.008172199,-0.007947602,-0.013728252,0.004718168,0.010654931,-0.016714751,-0.008281956,-0.01138281,-0.000291432,0.021301059
DNO,0.029996748,0.047789351,0.092873195,0.002902324,0.1083992,-0.075924793,0.034465404,0.059387952,0.062655276,0.020255135,0.038699997,-0.013404386,0.044457474,0.007677825,-0.007044632,0.002010729,-0.020100683,0.012941267,0.049553477,-0.017638894
DOD,-0.019946392,0.012586627,0.008227827,-0.028735988,-0.00641535,-0.016417748,-0.000126612,0.004594207,-0.014805425,0.01430408,0.023090738,0.015722451,-0.009719981,0.002371413,-0.038519458,0.034905403,-0.029852558,0.00037681,0.022264696,0.024332121
DOG,0.025803384,-0.015572756,0.006401567,0.013602422,-0.001485398,0.02282361,0.001492417,0.000994863,0.011796528,-0.013885021,-0.020119042,0.006806207,0.000737637,0.00968844,0.018710415,-0.026541611,0.011263576,-0.011509007,-0.01281197,-0.026557759
DOL,-0.034443224,-0.003833246,0.013556068,-0.006938001,-0.010260197,-0.056615555,0.03742276,0.004473154,-0.061537853,0.012360814,-0.007412443,0.011674615,-0.002658406,0.002709307,0.013953849,0.007404987,-0.011687488,-0.016547604,-0.003482658,0.000951335
DON,-0.029541913,0.018337346,-0.005024886,-0.029778714,0.00726681,0.003571496,-0.002709428,-0.011257693,0.018057501,-0.004280594,0.004296566,-0.006755274,-0.018500225,-0.010603725,-0.008571007,0.006515312,0.004091502,0.001250993,-0.005861988,-0.008003728
DOO,-0.033511346,-0.002924025,0.012173794,-0.01169918,-0.007490264,-0.059188915,0.041815197,0.010211994,-0.068402244,0.013392839,-0.012603955,0.013517583,-0.001776277,0.006251204,0.008912354,-0.001915426,-0.009099326,-0.028686781,-0.010233047,-0.009882127
DPK,0.106355466,0.001060443,-0.037967457,0.028412225,0.021802239,0.122464094,-0.099132801,-0.009921269,0.161826205,-0.003235073,0.001095594,-0.033415763,0.005152961,0.033474687,-0.010763396,0.055180816,-8.66778E-05,0.096344846,0.007490532,0.004228982
DRN,-0.090373088,0.042081117,0.056060747,-0.265748469,-0.021791363,0.026067933,0.014857555,0.014627519,0.133200758,-0.099517847,0.021432192,-0.024275558,-0.099726774,-0.200065315,0.099015789,0.047674278,0.123098803,-0.053860832,0.041702267,-0.089609329
DRR,0.020484796,0.039636286,-0.020097994,0.018182591,0.020681991,0.074518249,-0.061589553,-0.012329051,0.108262257,0.030152148,0.047120528,-0.050228626,-0.021342658,0.007515757,-0.063932265,-0.009723221,-0.032629752,0.0511819,-0.034331772,-0.028194679
